name,principal component 0,principal component 1,principal component 2,principal component 3,principal component 4,principal component 5,principal component 6,principal component 7,Class
grieta1.jpg,-2.317907182067156,0.19678167361204757,0.010027372334500776,0.022622970264456234,-0.014009665072220002,-0.0594589259293154,-0.04537341277094896,0.006513647748101991,G-Transverse
grieta2.jpg,-2.3110116061784285,0.16423605743435055,-0.07623028223774075,0.10247052149757743,0.0021185310048686245,-0.11512700045177662,0.015327762424320287,0.028973331411403572,G-Transverse
grieta3.jpg,-2.326776651328663,0.09528984509683822,-0.16081391157498645,0.07743396395135149,0.01621690300616597,-0.08408282199710124,0.023984229710703804,0.01799705974654821,G-Transverse
grieta4.jpg,-2.3229103606774824,0.08351507311716391,-0.14701138390203985,0.05539669988057052,0.01042706120450552,-0.06898236047999196,0.01939049246254436,0.014676938482370373,G-Transverse
grieta5.jpg,-2.3225530916861814,0.07996088341090274,-0.09115613481923579,0.015162779384964641,0.00037411441242096916,-0.0005295161200204032,0.05567393753725562,0.04397786825367558,G-Transverse
grieta6.jpg,-2.323956474904279,0.1282903589687708,-0.09606132853320981,0.030553235326422602,-0.06635168173617886,0.06293966868726299,0.018775297282336213,0.06615203586509888,G-Transverse
grieta7.jpg,-2.322882680287781,0.15100578770027617,-0.07680754004421447,0.029670398776434168,-0.1434468175236286,0.1331771519157436,-0.041871665325638525,0.06967271891020416,G-Transverse
grieta8.jpg,-2.3271694712484603,0.1283105109478433,-0.06948085413723751,0.06944279290147162,-0.15463750987868974,0.11490671736109505,-0.01700647222786156,0.05638169737086407,G-Transverse
grieta9.jpg,-2.3180002189113234,0.07896249949167404,-0.0840890149476372,0.04673558615113436,-0.09279394033637424,0.05892249091394685,-0.0031383688398725932,0.042506111384159564,G-Transverse
grieta10.jpg,-2.310636208231011,0.019225733139381293,-0.11790159756276816,0.01794604593556794,-0.04698003822924751,0.046147217638115495,-0.019074929751336237,0.04937758048390244,G-Transverse
grieta11.jpg,-2.321818065481662,-0.029460574886777984,-0.030388484197261964,0.03927198743843615,-0.08066056259000538,0.046415695632278244,-0.022047259306008725,0.025293386861251557,G-Transverse
grieta12.jpg,-2.31844478391156,-0.10748724229297134,-0.04173083930560149,0.026795741593890435,-0.06027932287999207,0.043682182217453173,-0.01152340582199205,0.036844881952345955,G-Transverse
grieta13.jpg,-2.3216972169975327,-0.1773411439780409,-0.11162042851330585,0.08999108970969633,-0.044444050843985713,-0.03748182583214337,-0.04339067581292531,-0.009358171053698855,G-Transverse
grieta14.jpg,-2.3228328687821467,-0.19478554942792473,-0.10859110221491675,0.11960675593007658,-0.06224478745763267,-0.034306462827750094,-0.04192560327928917,-0.013825658313032563,G-Transverse
grieta15.jpg,-2.3212111407324807,-0.21647872642407576,-0.05739805808079048,0.10214736110787105,-0.048908082053542724,-0.0038333938113792173,-0.02787331527165064,0.022714002488558822,G-Transverse
grieta16.jpg,-2.3231949023525815,-0.21591736532984243,-0.00042765217839426485,0.015136469260489789,-0.028993415526983667,0.033613596338725585,-0.07351941119960835,0.027906713630479196,G-Transverse
grieta17.jpg,-2.325149825864506,-0.1856960621494845,-0.07410259514950172,-0.08552239043674784,0.026985442744081482,0.08345383922501322,-0.0315681929829166,0.028027896063024808,G-Transverse
grieta18.jpg,-2.3217639704506037,-0.15307788008574344,-0.06740764934145213,-0.19913715477702118,0.1488386060309538,0.05793980948619288,0.036879414370151124,0.025629779424095663,G-Transverse
grieta19.jpg,-2.3458106973443975,-0.06950339752782607,-0.04712660668763742,-0.21601527191014908,0.14764372450436533,0.02166811850762418,0.010577420199393318,0.026371708130026112,G-Transverse
grieta20.jpg,-2.3340159424982967,-0.10998088038933408,-0.008178325629766841,-0.09522673660033401,0.13583982506606485,-0.07897721293997227,-0.029509481406621307,-0.01248318941064562,G-Transverse
grieta21.jpg,-2.334718720260222,-0.07092042078042952,0.05332562821391766,0.0808708112936772,0.06179989702245511,-0.1792984684401906,-0.04310210132352474,-0.04283055432103266,G-Transverse
grieta22.jpg,-2.326311505421725,-0.030857402259833654,0.08051754471255107,0.16030919739332283,0.11200377766860486,-0.24899815427757266,-0.062651735218058,-0.07171849758967098,G-Transverse
grieta23.jpg,-2.335430385514413,0.017764221755058207,0.07723277778557852,0.0771642717968842,0.11255146774426113,-0.21287510584065344,-0.08282708745455582,-0.06307722012134097,G-Transverse
grieta24.jpg,-2.328065091972154,0.03141263456479625,0.16241045325186876,0.02967227956080747,0.14720392712411465,-0.1994510924937685,-0.04687781464631331,-0.04962494229699147,G-Transverse
grieta25.jpg,-2.31851270419661,0.10264547635739257,0.12254130925635771,-0.059331900955607246,0.17041223172569833,-0.14557351399334495,-0.01757668306405582,-0.025988976455550546,G-Transverse
grieta26.jpg,-2.310999141816769,0.10425341102548061,0.1141377688967192,-0.04064618597938701,0.11773030832382944,-0.11702388502610911,-0.07711003263695498,-0.01316693442037836,G-Transverse
